Id,MSSubClass,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,TotalBath,BedroomAbvGr,GarageCars,YrSold,SalePrice
1666,20,NridgHt,Norm,1Fam,1Story,8,5,2004,2005,1782,1,0,2,0,3,3,3,2009,191569.0897
1667,60,NridgHt,Norm,1Fam,2Story,8,5,2007,2007,2520,1,0,2,1,3.5,5,3,2009,232991.0256
1668,20,NridgHt,Norm,1Fam,1Story,9,5,2008,2008,1743,1,0,2,0,3,3,3,2009,180980.7214
1669,20,NridgHt,Norm,1Fam,1Story,9,5,2006,2006,1531,1,0,2,0,3,2,3,2009,164279.1305
1670,20,NridgHt,Norm,1Fam,1Story,9,5,2008,2008,1808,1,0,2,0,3,3,3,2009,183859.4604
1671,20,NridgHt,Norm,1Fam,1Story,7,5,2003,2004,1760,1,0,2,0,3,3,2,2009,185922.4657
1672,20,NridgHt,Norm,1Fam,1Story,9,5,2003,2003,2452,2,0,2,0,4,3,3,2009,191742.7781
1673,60,NridgHt,Norm,1Fam,2Story,8,5,2003,2004,2400,0,0,3,1,3.5,4,3,2009,199954.0725
1674,20,NridgHt,Norm,1Fam,1Story,8,5,2006,2006,1606,0,0,2,0,2,3,3,2009,180690.2748
1675,120,NridgHt,Norm,TwnhsE,1Story,6,5,2005,2005,1358,0,0,2,0,2,2,2,2009,163099.3096
1676,120,NridgHt,Norm,Twnhs,1Story,6,5,2005,2005,1306,1,0,2,0,3,1,2,2009,140791.9225
1677,120,NridgHt,Norm,TwnhsE,1Story,7,5,2007,2008,1358,1,0,2,0,3,2,2,2009,166481.8665
1678,20,NridgHt,Norm,1Fam,1Story,10,5,2004,2005,2492,1,0,2,1,3.5,2,3,2009,172080.4345
1679,20,NridgHt,Norm,1Fam,1Story,8,5,2003,2004,2200,1,0,2,1,3.5,3,3,2009,191719.1617
1680,120,NridgHt,Norm,TwnhsE,1Story,9,5,2008,2009,1884,1,0,2,0,3,2,2,2009,160741.0986
1681,120,NridgHt,Norm,TwnhsE,1Story,9,5,2008,2008,1456,0,0,2,0,2,2,2,2009,157829.5469
1682,20,NridgHt,Norm,1Fam,1Story,8,5,2002,2003,1712,1,0,2,0,3,3,3,2009,196896.7486
1683,120,NridgHt,Norm,TwnhsE,1Story,7,5,2003,2003,1405,0,0,2,0,2,2,2,2009,159675.424
1684,60,Gilbert,RRAn,1Fam,2Story,7,5,2005,2005,1456,0,0,2,1,2.5,3,2,2009,182084.7909
1685,60,Gilbert,Norm,1Fam,2Story,6,5,2005,2006,1490,0,0,2,1,2.5,3,2,2009,179233.9264
1686,120,Blmngtn,Norm,TwnhsE,1Story,7,5,2005,2006,1220,0,0,2,0,2,2,2,2009,155774.2709
1687,80,Gilbert,Norm,1Fam,SLvl,7,5,2004,2005,1374,0,0,2,1,2.5,3,2,2009,181354.3267
1688,60,Gilbert,Norm,1Fam,2Story,7,5,2004,2005,1630,0,0,2,1,2.5,3,2,2009,179605.5637
1689,60,Gilbert,Norm,1Fam,2Story,7,5,2004,2004,1594,0,0,2,1,2.5,3,2,2009,181609.3487
1690,60,Gilbert,Norm,1Fam,2Story,7,5,2003,2003,1489,1,0,2,1,3.5,3,2,2009,178221.5316
1691,60,Gilbert,Norm,1Fam,2Story,7,5,2003,2003,1342,1,0,2,1,3.5,3,2,2009,175559.9207
1692,60,Gilbert,Norm,1Fam,2Story,8,5,2002,2002,2004,1,0,2,1,3.5,4,3,2009,200328.8228
1693,80,Gilbert,RRAn,1Fam,SLvl,7,5,2004,2004,1374,0,0,2,1,2.5,3,2,2009,178630.0606
1694,60,Gilbert,Norm,1Fam,2Story,6,5,2000,2000,1514,1,0,2,1,3.5,3,2,2009,177174.5352
1695,80,Gilbert,Norm,1Fam,SLvl,7,5,1999,2000,1430,0,0,2,1,2.5,3,2,2009,172515.6874
1696,60,Gilbert,RRNn,1Fam,2Story,7,5,1999,1999,2312,1,0,2,1,3.5,4,3,2009,204032.9929
1697,80,Gilbert,Norm,1Fam,SLvl,7,6,1999,1999,1430,0,0,2,1,2.5,3,2,2009,176023.2328
1698,60,NoRidge,Norm,1Fam,2Story,8,5,2000,2000,2687,1,0,2,1,3.5,4,3,2009,202202.0733
1699,20,NoRidge,Norm,1Fam,1Story,8,5,1994,1995,2063,1,0,2,0,3,3,3,2009,181734.4801
1700,60,NoRidge,Norm,1Fam,2Story,7,5,1995,1996,2061,1,0,2,1,3.5,3,2,2009,183982.159
1701,60,NoRidge,Norm,1Fam,2Story,8,5,1993,1994,2232,1,0,2,1,3.5,3,2,2009,188007.9424
1702,20,Somerst,PosN,1Fam,1Story,8,5,2008,2008,1696,0,0,2,0,2,3,3,2009,185922.9668
1703,20,Somerst,PosN,1Fam,1Story,8,5,2008,2008,1658,0,0,2,1,2.5,3,3,2009,183978.5449
1704,20,Somerst,Norm,1Fam,1Story,8,5,2007,2007,1702,1,0,2,0,3,3,3,2009,177199.6186
1705,20,Somerst,Norm,1Fam,1Story,8,5,2006,2006,1432,0,0,2,0,2,3,2,2009,181878.648
1706,20,Somerst,PosN,1Fam,1Story,9,5,2005,2006,2490,1,0,2,0,3,2,3,2009,173622.0887
1707,20,Somerst,Norm,1Fam,1Story,7,5,2008,2009,1436,0,0,2,0,2,3,2,2009,180728.1686
1708,20,Somerst,Norm,1Fam,1Story,7,5,2008,2008,1402,0,0,2,0,2,3,2,2009,176477.0266
1709,20,Somerst,Norm,1Fam,1Story,9,5,2007,2008,1530,0,0,2,0,2,3,3,2009,184282.2667
1710,20,Somerst,Norm,1Fam,1Story,8,5,2006,2007,1448,0,0,2,0,2,2,2,2009,162062.4754
1711,60,Somerst,Norm,1Fam,2Story,8,5,2006,2006,1795,1,0,2,1,3.5,3,3,2009,182550.071
1712,20,Somerst,Norm,1Fam,1Story,8,5,2008,2009,1836,0,0,2,0,2,3,2,2009,180987.9496
1713,20,Somerst,Norm,1Fam,1Story,7,5,2006,2007,1662,1,0,2,0,3,3,3,2009,178173.7976
1714,20,Somerst,Norm,1Fam,1Story,7,5,2003,2004,1553,1,0,2,0,3,3,2,2009,179980.6359
1715,60,Somerst,Norm,1Fam,2Story,7,5,2003,2003,1653,1,0,2,1,3.5,3,2,2009,173257.6378
1716,20,SawyerW,Norm,1Fam,1Story,7,6,2007,2007,1218,0,0,1,1,1.5,3,2,2009,177271.2911
1717,20,SawyerW,Norm,1Fam,1Story,7,5,2006,2006,1141,1,0,1,1,2.5,3,2,2009,175338.3554
1718,20,SawyerW,Norm,1Fam,1Story,6,5,2004,2004,1158,0,0,1,1,1.5,3,0,2009,177548.1405
1719,60,SawyerW,Norm,1Fam,2Story,7,5,2004,2004,1812,0,0,2,1,2.5,3,2,2009,175969.9166
1720,20,SawyerW,Norm,1Fam,1Story,8,5,2004,2004,1512,0,0,2,0,2,3,3,2009,175011.482
1721,20,SawyerW,RRAe,1Fam,1Story,7,5,2004,2005,1114,0,0,1,1,1.5,3,2,2009,185199.3726
1722,20,SawyerW,RRAe,1Fam,1Story,5,5,2004,2004,1114,0,0,1,1,1.5,3,0,2009,188514.0502
1723,20,SawyerW,RRAe,1Fam,1Story,5,5,2003,2004,1114,1,0,2,0,3,3,2,2009,185080.1453
1724,20,SawyerW,Norm,1Fam,1Story,7,5,2008,2009,1450,0,0,2,0,2,2,3,2009,157304.4026
1725,60,SawyerW,Norm,1Fam,2Story,7,5,1996,1997,2122,1,0,2,1,3.5,4,2,2009,194260.8595
1726,60,SawyerW,Norm,1Fam,2Story,6,6,1992,1992,1730,0,0,2,1,2.5,3,2,2009,181262.33
1727,120,SawyerW,Norm,TwnhsE,1Story,6,5,1990,1991,1332,0,0,2,0,2,2,2,2009,157003.2927
1728,60,SawyerW,RRAe,1Fam,2Story,7,5,1994,1994,1540,1,0,2,1,3.5,3,2,2009,182924.4994
1729,60,SawyerW,Norm,1Fam,2Story,6,7,1986,1986,1400,0,0,2,1,2.5,3,2,2009,181902.5864
1730,90,SawyerW,Norm,Duplex,2Story,6,7,1981,1981,1882,0,0,2,0,2,4,2,2009,188985.3717
1731,20,Sawyer,Norm,1Fam,1Story,5,5,1962,1962,980,1,0,1,0,2,3,2,2009,185290.9045
1732,20,Sawyer,Feedr,1Fam,1Story,5,6,1961,1961,864,1,0,1,0,2,3,2,2009,177304.4258
1733,20,Sawyer,Norm,1Fam,1Story,5,5,1961,1961,864,0,0,1,0,1,2,1,2009,166274.9005
1734,20,Sawyer,Norm,1Fam,1Story,5,5,1965,1965,1020,0,0,2,0,2,3,1,2009,177807.4205
1735,20,Sawyer,RRAe,1Fam,1Story,5,8,1963,1995,912,1,0,1,0,2,3,1,2009,180330.6248
1736,20,Sawyer,Feedr,1Fam,1Story,5,6,1962,1962,912,0,1,1,0,1.5,3,1,2009,179069.1122
1737,20,Veenker,Norm,1Fam,1Story,8,8,1980,1980,2014,1,0,2,0,3,2,3,2009,175943.3718
1738,60,NoRidge,Norm,1Fam,2Story,7,8,1991,2008,1755,0,1,2,1,3,3,2,2009,185199.0506
1739,160,Somerst,Norm,Twnhs,2Story,7,5,2004,2005,3005,0,0,2,1,2.5,3,3,2009,167350.9108
1740,120,Somerst,Norm,TwnhsE,1Story,6,5,2008,2008,1726,0,0,2,1,2.5,2,2,2009,149315.3119
1741,120,Somerst,Norm,TwnhsE,1Story,6,5,2008,2008,1256,1,0,1,1,2.5,1,2,2009,139010.8478
1742,160,Somerst,Norm,TwnhsE,2Story,6,5,2000,2000,1512,1,0,2,1,3.5,2,2,2009,155412.1518
1743,160,Somerst,Norm,TwnhsE,2Story,7,5,1999,1999,1452,1,0,2,1,3.5,3,2,2009,171308.314
1744,20,Veenker,Norm,1Fam,1Story,8,9,1977,2008,1694,1,0,2,0,3,2,2,2009,176220.5433
1745,20,Veenker,Norm,1Fam,1Story,7,5,1981,1981,1740,0,0,1,1,1.5,2,2,2009,177643.435
1746,80,Veenker,Feedr,1Fam,SLvl,8,5,1976,1976,2499,0,0,2,1,2.5,4,2,2009,187222.6533
1747,60,NWAmes,PosN,1Fam,2Story,7,6,1974,1974,2067,0,0,2,1,2.5,3,2,2009,185635.1321
1748,60,NWAmes,PosA,1Fam,2Story,6,7,1967,1997,2640,0,0,2,1,2.5,5,2,2009,206492.5342
1749,20,NWAmes,Feedr,1Fam,1Story,5,5,1969,1969,1336,0,1,2,0,2.5,3,2,2009,181681.0211
1750,20,NWAmes,Feedr,1Fam,1Story,6,5,1969,1969,1216,1,0,1,0,2,3,1,2009,180500.1981
1751,60,NWAmes,Norm,1Fam,2Story,7,7,1977,1992,2288,0,0,1,2,2,4,2,2009,206486.1709
1752,20,NAmes,Norm,1Fam,1Story,5,6,1967,1967,864,0,1,1,0,1.5,2,1,2009,161334.3012
1753,20,NAmes,Norm,1Fam,1Story,5,5,1967,1967,1568,0,0,1,1,1.5,3,2,2009,176156.5583
1754,60,NWAmes,Norm,1Fam,2Story,7,5,1974,1974,2061,0,1,2,1,3,4,2,2009,191642.2235
1755,85,NWAmes,Norm,1Fam,SFoyer,6,5,1971,1971,1320,0,1,2,0,2.5,3,2,2009,191945.808
1756,20,NAmes,Norm,1Fam,1Story,4,7,1960,1960,894,1,0,1,0,2,2,2,2009,164146.306
1757,20,NAmes,Norm,1Fam,1Story,5,7,1959,1959,864,0,0,1,0,1,3,1,2009,179883.0571
1758,20,NAmes,Norm,1Fam,1Story,4,5,1957,1957,1362,1,0,1,0,2,3,3,2009,178071.1377
1759,20,NAmes,Norm,1Fam,1Story,5,6,1956,1956,1728,1,0,2,0,3,3,2,2009,188241.6379
1760,20,NAmes,Norm,1Fam,1Story,5,6,1961,1995,1313,1,0,1,1,2.5,3,2,2009,174559.6562
1761,20,NAmes,Norm,1Fam,1Story,5,5,1964,1964,1292,1,0,1,1,2.5,3,2,2009,182347.363
1762,60,NAmes,Norm,1Fam,2Story,5,6,1965,1965,2140,0,0,2,1,2.5,4,2,2009,191507.2519
1763,80,NAmes,Norm,1Fam,SLvl,6,6,1961,1961,1576,1,0,1,0,2,4,2,2009,199751.8656
1764,20,NAmes,Norm,1Fam,1Story,5,5,1955,1955,960,1,0,1,0,2,2,1,2009,162106.4161
1765,20,NAmes,Feedr,1Fam,1Story,6,5,1967,1967,1691,1,0,1,0,2,2,2,2009,164575.9823
1766,20,NAmes,Norm,1Fam,1Story,6,6,1961,1961,1453,1,0,2,0,3,3,2,2009,179176.3522
1767,20,NAmes,Norm,1Fam,1Story,6,8,1966,2008,1567,1,0,2,0,3,2,2,2009,177327.4039
1768,20,NAmes,Norm,1Fam,1Story,5,7,1956,1956,1144,1,0,1,0,2,3,1,2009,177818.0838
1769,20,NAmes,Norm,1Fam,1Story,7,6,1960,1960,1329,0,0,1,1,1.5,3,2,2009,186965.204
1770,20,NAmes,Norm,1Fam,1Story,6,8,1959,1998,988,1,0,2,0,3,3,1,2009,178762.7422
1771,20,NAmes,Norm,1Fam,1Story,5,5,1956,1956,1202,0,1,1,0,1.5,3,1,2009,183322.8661
1772,20,NAmes,Norm,1Fam,1Story,5,5,1955,1955,1382,0,1,1,0,1.5,3,1,2009,178903.2959
1773,20,NAmes,Norm,1Fam,1Story,4,5,1956,1956,1200,1,0,1,0,2,3,1,2009,186570.1294
1774,90,NAmes,Norm,Duplex,1Story,5,4,1958,1958,1866,0,0,2,0,2,4,2,2009,199144.2428
1775,20,NAmes,Norm,1Fam,1Story,6,7,1954,1954,1062,1,0,1,0,2,3,1,2009,172154.7133
1776,20,NAmes,Norm,1Fam,1Story,5,5,1951,1951,1112,0,0,1,0,1,2,2,2009,177444.0192
1777,30,NAmes,Norm,1Fam,1Story,5,6,1945,1950,793,1,0,1,0,2,2,1,2009,166200.9381
1778,20,NAmes,Norm,1Fam,1Story,5,8,1952,2005,1031,1,0,1,0,2,2,1,2009,158995.7706
1779,20,NAmes,Norm,1Fam,1Story,5,5,1953,1953,1210,0,0,1,1,1.5,2,1,2009,168273.2825
1780,60,NAmes,Artery,1Fam,2Story,7,7,1948,1999,1527,1,0,1,1,2.5,3,2,2009,189680.4531
1781,20,NAmes,Norm,1Fam,1Story,5,6,1950,1950,1200,0,0,1,0,1,3,1,2009,181681.0211
1782,20,OldTown,Norm,1Fam,1Story,3,5,1958,1958,792,0,0,1,0,1,2,1,2009,160277.1426
1783,60,OldTown,Norm,1Fam,2Story,5,7,1939,2006,1352,0,1,2,0,2.5,4,2,2009,197318.5472
1784,70,OldTown,Norm,1Fam,2Story,4,8,1900,2003,1039,0,0,1,0,1,2,1,2009,162228.9356
1785,30,OldTown,Norm,1Fam,1Story,5,7,1925,1950,1078,0,0,1,0,1,3,1,2009,187340.4555
1786,50,OldTown,Norm,1Fam,1.5Fin,4,5,1915,1950,2377,0,0,2,0,2,3,2,2009,181065.347
1787,70,OldTown,Artery,1Fam,2Story,7,9,1910,2008,1690,0,0,2,0,2,4,2,2009,190233.6091
1788,30,OldTown,Artery,1Fam,1Story,2,5,1940,1950,599,1,0,1,0,2,2,0,2009,157929.5949
1789,30,OldTown,Norm,1Fam,1Story,5,7,1920,1950,846,0,0,1,0,1,2,2,2009,168557.0019
1790,30,OldTown,Norm,1Fam,1Story,3,5,1890,1998,725,0,0,1,1,1.5,1,1,2009,160805.5846
1791,90,NAmes,Artery,Duplex,2Story,6,5,1969,1969,2544,0,0,2,2,3,6,3,2009,221648.392
1792,20,NAmes,Norm,1Fam,1Story,6,7,1963,1963,1380,0,0,1,1,1.5,3,1,2009,180539.8808
1793,20,NAmes,Norm,1Fam,1Story,6,4,1967,1967,1040,1,0,1,0,2,3,2,2009,182105.6163
1794,20,NAmes,Norm,1Fam,1Story,6,9,1958,2007,951,1,0,1,0,2,2,2,2009,166380.8526
1795,20,NAmes,Norm,1Fam,1Story,6,6,1957,1957,1105,0,0,1,0,1,3,1,2009,178942.1556
1796,20,NAmes,Norm,1Fam,1Story,6,6,1958,1958,1142,0,0,1,0,1,2,1,2009,162804.7478
1797,50,NAmes,Artery,1Fam,1.5Fin,6,5,1950,1950,1133,0,0,1,0,1,3,2,2009,183077.6844
1798,20,NAmes,Norm,1Fam,1Story,5,6,1958,1958,1041,0,0,1,0,1,3,1,2009,171728.472
1799,20,NAmes,Norm,1Fam,1Story,5,7,1952,1952,732,1,0,1,0,2,2,1,2009,164786.7415
1800,80,NAmes,Norm,1Fam,SLvl,5,5,1959,1959,1183,1,0,1,0,2,3,1,2009,177427.2672
1801,50,NAmes,Artery,1Fam,1.5Fin,4,7,1949,1996,1461,0,0,2,0,2,4,1,2009,197318.5472
1802,50,NAmes,Artery,1Fam,1.5Fin,6,7,1948,1994,1495,0,0,1,0,1,3,2,2009,178658.1142
1803,60,NAmes,Norm,1Fam,2Story,6,5,1964,1964,1806,0,0,1,1,1.5,4,2,2009,185437.3205
1804,90,NAmes,Norm,Duplex,SFoyer,5,7,1978,1978,941,1,0,1,0,2,2,2,2009,169759.6525
1805,20,NAmes,Norm,1Fam,1Story,6,6,1963,1963,1045,1,0,1,0,2,3,1,2009,173986.6351
1806,50,OldTown,Norm,1Fam,1.5Fin,6,8,1935,1998,1378,0,0,1,0,1,3,1,2009,168607.6643
1807,90,OldTown,Norm,Duplex,2Story,6,5,1910,1950,1944,1,0,2,0,3,4,2,2009,194138.5191
1808,50,OldTown,Norm,1Fam,1.5Fin,5,8,1910,2003,1306,0,0,1,1,1.5,3,2,2009,192502.4409
1809,70,OldTown,Norm,1Fam,2Story,5,8,1910,2002,1464,0,0,2,0,2,3,0,2009,176746.9698
1810,70,OldTown,Norm,1Fam,2Story,5,6,1939,1950,1558,0,0,1,1,1.5,3,2,2009,177604.8917
1811,190,OldTown,Artery,2fmCon,2Story,4,6,1920,1950,1701,0,0,2,0,2,4,0,2009,193283.7466
1812,50,OldTown,Norm,1Fam,1.5Fin,5,5,1910,1950,1447,0,0,1,0,1,3,0,2009,181627.061
1813,50,OldTown,Norm,1Fam,1.5Fin,5,7,1950,1970,1328,0,0,1,1,1.5,3,1,2009,169071.6203
1814,30,OldTown,Norm,1Fam,1Story,4,6,1920,1950,861,0,0,1,0,1,2,2,2009,167398.0065
1815,30,OldTown,Norm,1Fam,1Story,2,4,1940,1950,612,0,0,1,0,1,1,1,2009,150106.5051
1816,30,OldTown,Norm,1Fam,1Story,5,8,1923,1950,792,0,0,1,0,1,2,1,2009,159650.3043
1817,70,OldTown,Norm,1Fam,2Story,4,4,1910,1950,1510,0,0,2,0,2,3,2,2009,179471.236
1818,70,OldTown,Artery,1Fam,2Story,6,7,1900,1950,2007,0,0,2,0,2,3,1,2009,177109.59
1819,70,OldTown,Norm,1Fam,2Story,6,7,1917,2007,1288,1,0,1,0,2,3,1,2009,166558.1133
1820,30,OldTown,Norm,1Fam,1Story,4,3,1910,1950,816,0,0,1,0,1,2,0,2009,153796.7143
1821,50,OldTown,Norm,1Fam,1.5Fin,6,6,1920,1950,1480,0,0,1,0,1,3,1,2009,174520.1526
1822,70,OldTown,Norm,1Fam,2Story,6,7,1910,2002,1521,0,0,1,0,1,4,3,2009,196297.9583
1823,30,IDOTRR,Norm,1Fam,1Story,3,3,1900,1950,797,0,0,1,0,1,2,0,2009,169100.6816
1824,30,BrkSide,Norm,1Fam,1Story,6,6,1923,1950,1432,0,0,1,0,1,3,1,2009,176911.3192
1825,70,BrkSide,RRAn,1Fam,1.5Fin,5,7,1930,1982,1654,0,0,2,0,2,3,1,2009,169234.6455
1826,50,BrkSide,Norm,1Fam,1.5Fin,5,5,1924,1950,1142,0,0,1,0,1,3,1,2009,172386.2979
1827,30,BrkSide,Norm,1Fam,1Story,5,6,1925,1999,995,0,0,1,0,1,2,1,2009,156031.9048
1828,50,BrkSide,Norm,1Fam,1.5Fin,5,6,1938,1950,1582,0,0,2,0,2,3,1,2009,168202.8923
1829,30,BrkSide,Norm,1Fam,1Story,5,5,1925,1950,1072,1,0,1,0,2,2,5,2009,166505.984
1830,70,OldTown,Norm,1Fam,2Story,6,6,1915,1950,1768,0,0,2,0,2,3,2,2009,176507.3702
1831,70,OldTown,Norm,1Fam,2Story,7,8,1915,1994,1944,0,0,2,0,2,3,1,2009,180116.7526
1832,90,OldTown,Norm,Duplex,2Story,5,1,1922,1950,2128,0,0,2,0,2,4,0,2009,183072.7406
1833,70,IDOTRR,Norm,1Fam,2Story,6,5,1927,1950,1930,1,0,2,0,3,4,1,2009,189595.9647
1834,70,OldTown,Feedr,1Fam,2Story,6,7,1915,2002,1427,0,0,1,0,1,3,1,2009,167523.9191
1835,190,OldTown,Feedr,2fmCon,2.5Unf,7,5,1902,2000,1864,0,0,2,1,2.5,6,0,2009,210817.7759
1836,50,IDOTRR,Norm,1Fam,1.5Fin,6,6,1927,1950,1666,0,0,1,0,1,3,1,2009,172942.9308
1837,85,IDOTRR,Norm,1Fam,SFoyer,4,6,1923,1950,892,1,0,1,0,2,1,0,2009,145286.2781
1838,190,IDOTRR,Artery,2fmCon,2Story,6,7,1915,1965,1403,1,0,1,1,2.5,3,1,2009,176468.6534
1839,20,Sawyer,Norm,1Fam,1Story,4,9,1946,2001,704,0,1,1,0,1.5,2,1,2009,159040.0696
1840,90,Edwards,Norm,Duplex,1Story,5,5,1987,1988,1200,3,0,3,0,6,3,0,2009,178518.2043
1841,90,Edwards,Norm,Duplex,SFoyer,5,5,1978,1978,1152,2,0,2,0,4,2,1,2009,169163.9808
1842,50,Edwards,Norm,1Fam,1.5Fin,5,3,1934,1950,1112,1,0,2,0,3,4,1,2009,189786.6853
1843,20,Sawyer,Norm,1Fam,1Story,5,6,1967,1967,1052,0,0,1,1,1.5,3,1,2009,181246.7285
1844,85,Sawyer,Norm,1Fam,SFoyer,6,5,1978,1978,1034,0,1,1,0,1.5,3,2,2009,176349.9272
1845,80,Sawyer,Norm,1Fam,SLvl,5,5,1961,1961,1774,0,0,2,0,2,4,1,2009,205266.631
1846,80,Sawyer,Norm,1Fam,SLvl,6,5,1960,1960,1138,0,1,1,0,1.5,3,2,2009,187397.9934
1847,80,ClearCr,Norm,1Fam,SLvl,5,5,1956,1956,2071,0,1,1,1,2,4,1,2009,208943.4277
1848,20,Sawyer,Norm,1Fam,1Story,2,2,1947,1950,660,0,0,1,0,1,2,0,2009,165014.5329
1849,20,Edwards,Norm,1Fam,1Story,4,5,1954,1954,1383,0,0,1,0,1,2,2,2009,182492.0376
1850,20,Edwards,Norm,1Fam,1Story,5,5,1956,1956,1073,1,0,1,0,2,2,1,2009,161718.7126
1851,60,Edwards,Norm,1Fam,2Story,6,7,1946,1950,1639,0,0,1,1,1.5,3,1,2009,180084.1189
1852,20,Edwards,Norm,1Fam,1Story,5,6,1954,1954,1089,1,0,1,0,2,3,1,2009,178534.9508
1853,120,Edwards,Norm,TwnhsE,1Story,5,5,1984,1984,1049,1,0,2,0,3,2,1,2009,151217.26
1854,80,SawyerW,Feedr,1Fam,SLvl,7,6,1990,1991,1061,1,0,1,1,2.5,1,2,2009,156342.7176
1855,80,SawyerW,Norm,1Fam,SLvl,6,5,1983,1983,1338,0,0,1,1,1.5,2,2,2009,188511.4438
1856,60,SawyerW,Norm,1Fam,2Story,7,5,1993,1994,1879,1,0,2,1,3.5,3,2,2009,183570.3379
1857,70,SawyerW,Feedr,1Fam,2Story,5,7,1880,2007,2016,0,0,1,0,1,4,2,2009,225810.1603
1858,90,SawyerW,Feedr,Duplex,2Story,5,5,1979,1979,2228,0,0,2,0,2,6,2,2009,214217.4011
1859,90,SawyerW,Norm,Duplex,1Story,5,5,1979,1979,1535,0,0,2,0,2,4,2,2009,187665.641
1860,90,SawyerW,Feedr,Duplex,SFoyer,5,5,1979,1979,1229,2,0,0,2,3,2,2,2009,161157.1777
1861,90,SawyerW,Norm,Duplex,1Story,5,5,1979,1979,1513,0,0,2,0,2,4,2,2009,187643.9926
1862,90,SawyerW,Norm,Duplex,2Story,7,5,2000,2000,2787,2,0,4,2,7,6,4,2009,228156.3728
1863,90,SawyerW,Feedr,Duplex,2Story,7,5,2000,2000,2787,2,0,4,2,7,6,4,2009,220449.5347
1864,90,SawyerW,Feedr,Duplex,2Story,7,5,2000,2000,2787,2,0,4,2,7,6,4,2009,220522.3521
1865,20,CollgCr,Norm,1Fam,1Story,9,5,2009,2009,1680,1,0,1,1,2.5,1,3,2009,156647.7635
1866,20,CollgCr,Norm,1Fam,1Story,9,5,2008,2008,1720,1,0,2,0,3,3,3,2009,187388.8334
1867,20,CollgCr,Norm,1Fam,1Story,8,5,2008,2008,1468,0,0,2,0,2,3,3,2009,178640.7238
1868,20,CollgCr,Norm,1Fam,1Story,8,5,2007,2008,1838,1,0,2,0,3,3,2,2009,180847.2167
1869,20,CollgCr,Norm,1Fam,1Story,7,5,2007,2007,1290,1,0,2,0,3,2,2,2009,159505.1705
1870,20,CollgCr,Norm,1Fam,1Story,8,5,2008,2008,1254,1,0,2,0,3,2,3,2009,164305.538
1871,20,CollgCr,Norm,1Fam,1Story,8,5,2005,2006,1498,0,0,2,0,2,3,3,2009,180181.1967
1872,60,CollgCr,Norm,1Fam,2Story,6,5,2005,2006,1422,0,0,2,1,2.5,3,2,2009,184602.735
1873,60,ClearCr,Norm,1Fam,2Story,7,5,1992,1993,1759,1,0,2,1,3.5,3,2,2009,193440.3722
1874,20,CollgCr,Norm,1Fam,1Story,5,7,1994,1994,990,1,0,1,0,2,3,1,2009,184199.7882
1875,20,CollgCr,PosN,1Fam,1Story,7,5,1998,1998,1463,1,0,2,0,3,3,2,2009,196241.8929
1876,60,CollgCr,Norm,1Fam,2Story,6,5,1998,1998,1772,1,0,2,1,3.5,3,2,2009,175588.6183
1877,20,CollgCr,Norm,1Fam,1Story,7,5,2002,2001,1444,1,0,2,0,3,3,2,2009,179503.0465
1878,20,CollgCr,Norm,1Fam,1Story,7,5,2001,2001,1492,0,0,2,0,2,3,2,2009,183658.0766
1879,20,CollgCr,Norm,1Fam,1Story,5,5,1978,1978,907,0,0,1,0,1,3,1,2009,193700.9763
1880,20,CollgCr,Norm,1Fam,1Story,5,7,1979,1979,914,1,0,1,0,2,2,2,2009,165399.6245
1881,20,CollgCr,Norm,1Fam,1Story,7,5,2002,2002,1611,1,0,2,0,3,3,3,2009,186847.9448
1882,60,CollgCr,Norm,1Fam,2Story,8,5,2003,2003,2184,0,0,2,1,2.5,4,2,2009,198127.7329
1883,60,CollgCr,Norm,1Fam,2Story,7,5,2002,2002,1725,0,0,2,1,2.5,3,2,2009,183320.8981
1884,60,CollgCr,Norm,1Fam,2Story,7,5,2001,2001,1870,0,0,2,1,2.5,3,2,2009,181613.6067
1885,20,CollgCr,Feedr,1Fam,1Story,8,5,1999,2000,1513,1,0,2,0,3,2,2,2009,178298.7918
1886,20,CollgCr,Norm,1Fam,1Story,8,5,2002,2003,1828,1,0,2,0,3,3,2,2009,185733.534
1887,20,CollgCr,Norm,1Fam,1Story,7,5,1997,1998,1417,1,0,2,0,3,3,2,2009,180008.1885
1888,20,CollgCr,Norm,1Fam,1Story,8,5,2007,2007,1602,1,0,2,0,3,3,3,2009,175127.5962
1889,60,CollgCr,Norm,1Fam,2Story,6,5,2007,2007,1396,0,0,2,1,2.5,3,2,2009,183467.1769
1890,20,Edwards,Norm,1Fam,1Story,4,6,1960,1971,1149,1,0,1,0,2,3,1,2009,182705.546
1891,180,Edwards,Norm,TwnhsE,SFoyer,6,5,2005,2006,1072,1,0,1,0,2,2,2,2009,152324.9436
1892,20,Edwards,Norm,1Fam,1Story,4,5,1959,1959,876,0,0,1,0,1,3,1,2009,169878.516
1893,20,Edwards,Norm,1Fam,1Story,5,5,1950,1950,1368,1,0,1,0,2,3,1,2009,183735.9751
1894,90,Edwards,Norm,Duplex,1Story,5,5,1959,1959,1678,0,0,2,0,2,6,0,2009,224118.2801
